Month,Retailer,StoreType,Category,Units
2018 Jun,BACKCOUNTRY,ECOMMERCE,PANT/CAPRI,3237
2018 Jun,BACKCOUNTRY,ECOMMERCE,SLEEPING BAG,1218
2018 Jun,BACKCOUNTRY,ECOMMERCE,TENT,646
2018 Jun,BACKCOUNTRY,OUTLET,DAYPACK,356
2018 Jun,BACKCOUNTRY,OUTLET,JACKET/VEST,90
2018 Jun,BACKCOUNTRY,OUTLET,PANT/CAPRI,453
2018 Jun,BACKCOUNTRY,OUTLET,SLEEPING BAG,178
2018 Jun,BACKCOUNTRY,OUTLET,TENT,46
2018 Jun,BLOOMINGDALES,B&M,JACKET/VEST,21
2018 Jun,BLOOMINGDALES,B&M,PANT/CAPRI,3
2018 Jun,BLOOMINGDALES,ECOMMERCE,JACKET/VEST,15
2018 Jun,BLOOMINGDALES,ECOMMERCE,PANT/CAPRI,3
2018 Jun,BOBS STORES,B&M,DAYPACK,2
2018 Jun,BOBS STORES,B&M,JACKET/VEST,0
2018 Jun,BOBS STORES,B&M,PANT/CAPRI,0
2018 Jun,BOBS STORES,B&M,SLEEPING BAG,0
2018 Jun,BOBS STORES,ECOMMERCE,DAYPACK,0
2018 Jun,BOBS STORES,ECOMMERCE,JACKET/VEST,0
2018 Jun,BOBS STORES,ECOMMERCE,PANT/CAPRI,0
2018 Jun,BOBS STORES,ECOMMERCE,SLEEPING BAG,0
2018 Jun,BOBS STORES,ECOMMERCE,TENT,0
2018 Jun,ChampaignSurplus,OTHER,DAYPACK,1152
2018 Jun,ChampaignSurplus,OTHER,PANT/CAPRI,375
2018 Jun,DICKS SPORTING GOODS,B&M,DAYPACK,11390
2018 Jun,DICKS SPORTING GOODS,B&M,JACKET/VEST,4317
2018 Jun,DICKS SPORTING GOODS,B&M,PANT/CAPRI,18531
2018 Jun,DICKS SPORTING GOODS,B&M,SLEEPING BAG,5340
2018 Jun,DICKS SPORTING GOODS,B&M,TENT,1828
2018 Jun,DICKS SPORTING GOODS,ECOMMERCE,DAYPACK,1268
2018 Jun,DICKS SPORTING GOODS,ECOMMERCE,JACKET/VEST,228
2018 Jun,DICKS SPORTING GOODS,ECOMMERCE,PANT/CAPRI,1158
2018 Jun,DICKS SPORTING GOODS,ECOMMERCE,SLEEPING BAG,252
2018 Jun,DICKS SPORTING GOODS,ECOMMERCE,TENT,144
2018 Jun,DICKS SPORTING GOODS,OUTLET,DAYPACK,0
2018 Jun,DICKS SPORTING GOODS,OUTLET,JACKET/VEST,21
2018 Jun,DICKS SPORTING GOODS,OUTLET,PANT/CAPRI,21
2018 Jun,DILLARDS,B&M,DAYPACK,936
2018 Jun,DILLARDS,B&M,JACKET/VEST,1299
2018 Jun,DILLARDS,B&M,PANT/CAPRI,8976
2018 Jun,DILLARDS,B&M,SLEEPING BAG,0
2018 Jun,DILLARDS,B&M,TENT,8
2018 Jun,DILLARDS,ECOMMERCE,DAYPACK,36
2018 Jun,DILLARDS,ECOMMERCE,JACKET/VEST,18
2018 Jun,DILLARDS,ECOMMERCE,PANT/CAPRI,354
2018 Jun,DILLARDS,ECOMMERCE,SLEEPING BAG,0
2018 Jun,DILLARDS,ECOMMERCE,TENT,0
2018 Jun,DILLARDS,OUTLET,DAYPACK,2
2018 Jun,DILLARDS,OUTLET,JACKET/VEST,6
2018 Jun,DILLARDS,OUTLET,PANT/CAPRI,237
2018 Jun,EASTERN MOUNTAIN SPORTS,B&M,DAYPACK,590
2018 Jun,EASTERN MOUNTAIN SPORTS,B&M,JACKET/VEST,156
2018 Jun,EASTERN MOUNTAIN SPORTS,B&M,PANT/CAPRI,2523
2018 Jun,EASTERN MOUNTAIN SPORTS,B&M,SLEEPING BAG,40
2018 Jun,EASTERN MOUNTAIN SPORTS,B&M,TENT,72
2018 Jun,EASTERN MOUNTAIN SPORTS,ECOMMERCE,DAYPACK,180
2018 Jun,EASTERN MOUNTAIN SPORTS,ECOMMERCE,JACKET/VEST,30
2018 Jun,EASTERN MOUNTAIN SPORTS,ECOMMERCE,PANT/CAPRI,195
2018 Jun,EASTERN MOUNTAIN SPORTS,ECOMMERCE,SLEEPING BAG,16
2018 Jun,EASTERN MOUNTAIN SPORTS,ECOMMERCE,TENT,60
2018 Jun,FIELDANDSTREAM,B&M,JACKET/VEST,3
2018 Jun,FIELDANDSTREAM,B&M,PANT/CAPRI,84
2018 Jun,FIELDANDSTREAM,B&M,SLEEPING BAG,158
2018 Jun,FIELDANDSTREAM,B&M,TENT,86
2018 Jun,FIELDANDSTREAM,ECOMMERCE,JACKET/VEST,6
2018 Jun,FIELDANDSTREAM,ECOMMERCE,PANT/CAPRI,3
2018 Jun,FIELDANDSTREAM,ECOMMERCE,SLEEPING BAG,18
2018 Jun,FIELDANDSTREAM,ECOMMERCE,TENT,14
2018 Jun,FINISH LINE,B&M,DAYPACK,46
2018 Jun,FINISH LINE,B&M,JACKET/VEST,0
2018 Jun,FINISH LINE,B&M,PANT/CAPRI,0
2018 Jun,FINISH LINE,ECOMMERCE,DAYPACK,8
2018 Jun,"FOOT LOCKER, INC.",OTHER,PANT/CAPRI,9
2018 Jun,HIBBETT SPORTS,B&M,DAYPACK,956
2018 Jun,HIBBETT SPORTS,B&M,JACKET/VEST,1308
2018 Jun,HIBBETT SPORTS,B&M,PANT/CAPRI,432
2018 Jun,HIBBETT SPORTS,ECOMMERCE,DAYPACK,54
2018 Jun,HIBBETT SPORTS,ECOMMERCE,JACKET/VEST,36
2018 Jun,HIBBETT SPORTS,ECOMMERCE,PANT/CAPRI,51
2018 Jun,MACYS,B&M,DAYPACK,1270
2018 Jun,MACYS,B&M,JACKET/VEST,906
2018 Jun,MACYS,B&M,PANT/CAPRI,8280
2018 Jun,MACYS,ECOMMERCE,DAYPACK,3030
2018 Jun,MACYS,ECOMMERCE,JACKET/VEST,561
2018 Jun,MACYS,ECOMMERCE,PANT/CAPRI,7593
2018 Jun,MARINECORPSEXCHANGE,B&M,DAYPACK,320
2018 Jun,MARINECORPSEXCHANGE,B&M,JACKET/VEST,0
2018 Jun,MARINECORPSEXCHANGE,B&M,PANT/CAPRI,441
2018 Jun,MODELLS,B&M,DAYPACK,1312
2018 Jun,MODELLS,B&M,JACKET/VEST,57
2018 Jun,MODELLS,B&M,PANT/CAPRI,0
2018 Jun,MODELLS,ECOMMERCE,DAYPACK,20
2018 Jun,MOOSEJAW,B&M,DAYPACK,196
2018 Jun,MOOSEJAW,B&M,JACKET/VEST,9
2018 Jun,MOOSEJAW,B&M,PANT/CAPRI,213
2018 Jun,MOOSEJAW,B&M,SLEEPING BAG,18
2018 Jun,MOOSEJAW,B&M,TENT,6
2018 Jun,MOOSEJAW,ECOMMERCE,DAYPACK,2868
2018 Jun,MOOSEJAW,ECOMMERCE,JACKET/VEST,198
2018 Jun,MOOSEJAW,ECOMMERCE,PANT/CAPRI,1335
2018 Jun,MOOSEJAW,ECOMMERCE,SLEEPING BAG,338
2018 Jun,MOOSEJAW,ECOMMERCE,TENT,316
2018 Jun,NEIMAN MARCUS,B&M,JACKET/VEST,105
2018 Jun,NEIMAN MARCUS,B&M,PANT/CAPRI,132
2018 Jun,NEIMAN MARCUS,ECOMMERCE,JACKET/VEST,132
2018 Jun,NEIMAN MARCUS,ECOMMERCE,PANT/CAPRI,144
2018 Jun,NEIMAN MARCUS,OTHER,JACKET/VEST,0
2018 Jun,NEIMAN MARCUS,OTHER,PANT/CAPRI,0
2018 Jun,NEXCOM,B&M,DAYPACK,1584
2018 Jun,NEXCOM,B&M,JACKET/VEST,48
2018 Jun,NEXCOM,B&M,PANT/CAPRI,2259
2018 Jun,NEXCOM,B&M,SLEEPING BAG,52
2018 Jun,NEXCOM,B&M,TENT,38
2018 Jun,NEXCOM,ECOMMERCE,DAYPACK,0
2018 Jun,NEXCOM,ECOMMERCE,JACKET/VEST,0
2018 Jun,NEXCOM,ECOMMERCE,PANT/CAPRI,66
2018 Jun,NEXCOM,ECOMMERCE,SLEEPING BAG,14
2018 Jun,NORDSTROMPORTAL,B&M,DAYPACK,114
2018 Jun,NORDSTROMPORTAL,B&M,JACKET/VEST,-57
2018 Jun,NORDSTROMPORTAL,B&M,PANT/CAPRI,39
2018 Jun,NORDSTROMPORTAL,B&M,SLEEPING BAG,0
2018 Jun,NORDSTROMPORTAL,ECOMMERCE,DAYPACK,608
2018 Jun,NORDSTROMPORTAL,ECOMMERCE,JACKET/VEST,-18
2018 Jun,NORDSTROMPORTAL,ECOMMERCE,PANT/CAPRI,75
2018 Jun,NORDSTROMPORTAL,ECOMMERCE,SLEEPING BAG,-2
2018 Jun,NORDSTROMPORTAL,OUTLET,DAYPACK,6
2018 Jun,NORDSTROMPORTAL,OUTLET,JACKET/VEST,207
2018 Jun,NORDSTROMPORTAL,OUTLET,PANT/CAPRI,198
2018 Jun,NORDSTROMPORTAL,OUTLET,SLEEPING BAG,0
2018 Jun,OLYMPIA SPORTS,B&M,DAYPACK,58
2018 Jun,OLYMPIA SPORTS,B&M,PANT/CAPRI,120
2018 Jun,OLYMPIA SPORTS,ECOMMERCE,DAYPACK,6
2018 Jun,PACIFICSUNWEAR,B&M,DAYPACK,0
2018 Jun,PETER GLENN_GREEN MOUNTAIN 3P ,AMAZON,DAYPACK,450
2018 Jun,PETER GLENN_GREEN MOUNTAIN 3P ,AMAZON,PANT/CAPRI,12
2018 Jun,REI,B&M,DAYPACK,10154
2018 Jun,REI,B&M,JACKET/VEST,342
2018 Jun,REI,B&M,PANT/CAPRI,45228
2018 Jun,REI,B&M,SLEEPING BAG,4340
2018 Jun,REI,B&M,TENT,2362
2018 Jun,REI,ECOMMERCE,DAYPACK,2608
2018 Jun,REI,ECOMMERCE,JACKET/VEST,519
2018 Jun,REI,ECOMMERCE,PANT/CAPRI,7596
2018 Jun,REI,ECOMMERCE,SLEEPING BAG,1324
2018 Jun,REI,ECOMMERCE,TENT,1214
2018 Jun,RUNNINGSPECIALTYGROUP,B&M,JACKET/VEST,9
2018 Jun,RUNNINGSPECIALTYGROUP,B&M,PANT/CAPRI,18
2018 Jun,RUNNINGSPECIALTYGROUP,ECOMMERCE,JACKET/VEST,6
2018 Jun,RUNNINGSPECIALTYGROUP,OTHER,JACKET/VEST,0
2018 Jun,RUNNINGSPECIALTYGROUP,OTHER,PANT/CAPRI,0
2018 Jun,SCHEELSSPORTS,B&M,DAYPACK,2346
2018 Jun,SCHEELSSPORTS,B&M,JACKET/VEST,504
2018 Jun,SCHEELSSPORTS,B&M,PANT/CAPRI,15021
2018 Jun,SCHEELSSPORTS,B&M,SLEEPING BAG,356
2018 Jun,SCHEELSSPORTS,B&M,TENT,270
2018 Jun,VAILRESORTSRETAIL,B&M,DAYPACK,436
2018 Jun,VAILRESORTSRETAIL,B&M,JACKET/VEST,369
2018 Jun,VAILRESORTSRETAIL,B&M,PANT/CAPRI,1650
2018 Jun,VAILRESORTSRETAIL,B&M,SLEEPING BAG,62
2018 Jun,VAILRESORTSRETAIL,B&M,TENT,22
2018 Jun,VAILRESORTSRETAIL,OUTLET,DAYPACK,0
2018 Jun,VAILRESORTSRETAIL,OUTLET,JACKET/VEST,3
2018 Jun,VAILRESORTSRETAIL,OUTLET,PANT/CAPRI,30
2018 Jun,VON MAUR,B&M,DAYPACK,234
2018 Jun,VON MAUR,B&M,JACKET/VEST,654
2018 Jun,VON MAUR,B&M,PANT/CAPRI,945
2018 Jun,VON MAUR,ECOMMERCE,DAYPACK,4
2018 Jun,VON MAUR,ECOMMERCE,JACKET/VEST,81
2018 Jun,VON MAUR,ECOMMERCE,PANT/CAPRI,18
2018 Jun,ZAPPOS.COM,AMAZON,DAYPACK,2288
2018 Jun,ZAPPOS.COM,AMAZON,PANT/CAPRI,2046
2018 Jun,ZAPPOS.COM,ECOMMERCE,DAYPACK,1838
2018 Jun,ZAPPOS.COM,ECOMMERCE,JACKET/VEST,246
2018 Jun,ZAPPOS.COM,ECOMMERCE,PANT/CAPRI,6963
2018 Jun,ZAPPOS.COM,ECOMMERCE,SLEEPING BAG,16
2018 Jun,ZAPPOS.COM,ECOMMERCE,TENT,10
2018 Jun,ZAPPOS.COM,OTHER,DAYPACK,0
2018 Jun,ZAPPOS.COM,OTHER,JACKET/VEST,0
2018 Jun,ZAPPOS.COM,OTHER,PANT/CAPRI,0
2018 Jun,ZAPPOS.COM,OUTLET,DAYPACK,80
2018 Jun,ZAPPOS.COM,OUTLET,JACKET/VEST,270
2018 Jun,ZAPPOS.COM,OUTLET,PANT/CAPRI,657
2018 Jul,AAFES,B&M,DAYPACK,0
2018 Jul,AAFES,B&M,JACKET/VEST,219
2018 Jul,AAFES,B&M,PANT/CAPRI,5247
2018 Jul,AAFES,ECOMMERCE,SLEEPING BAG,0
2018 Jul,AAFES,OTHER,PANT/CAPRI,-33
2018 Jul,ACADEMY SPORTS,B&M,DAYPACK,10402
2018 Jul,ACADEMY SPORTS,B&M,JACKET/VEST,3
2018 Jul,ACADEMY SPORTS,B&M,PANT/CAPRI,4413
2018 Jul,ACADEMY SPORTS,B&M,SLEEPING BAG,404
2018 Jul,ACADEMY SPORTS,B&M,TENT,52
2018 Jul,ACADEMY SPORTS,ECOMMERCE,DAYPACK,1242
2018 Jul,ACADEMY SPORTS,ECOMMERCE,PANT/CAPRI,138
2018 Jul,ACADEMY SPORTS,ECOMMERCE,SLEEPING BAG,10
2018 Jul,BACKCOUNTRY,AMAZON,DAYPACK,356
2018 Jul,BACKCOUNTRY,AMAZON,PANT/CAPRI,345
2018 Jul,BACKCOUNTRY,ECOMMERCE,DAYPACK,6108
2018 Jul,BACKCOUNTRY,ECOMMERCE,JACKET/VEST,543
2018 Jul,BACKCOUNTRY,ECOMMERCE,PANT/CAPRI,3546
2018 Jul,BACKCOUNTRY,ECOMMERCE,SLEEPING BAG,584
2018 Jul,BACKCOUNTRY,ECOMMERCE,TENT,380
2018 Jul,BACKCOUNTRY,OUTLET,DAYPACK,292
2018 Jul,BACKCOUNTRY,OUTLET,JACKET/VEST,111
2018 Jul,BACKCOUNTRY,OUTLET,PANT/CAPRI,705
2018 Jul,BACKCOUNTRY,OUTLET,SLEEPING BAG,22
2018 Jul,BACKCOUNTRY,OUTLET,TENT,6
2018 Jul,BLOOMINGDALES,B&M,JACKET/VEST,12
2018 Jul,BLOOMINGDALES,B&M,PANT/CAPRI,-3
2018 Jul,BLOOMINGDALES,ECOMMERCE,JACKET/VEST,6
2018 Jul,BOBS STORES,B&M,DAYPACK,2
2018 Jul,BOBS STORES,B&M,JACKET/VEST,0
2018 Jul,BOBS STORES,B&M,PANT/CAPRI,0
2018 Jul,BOBS STORES,B&M,SLEEPING BAG,0
2018 Jul,BOBS STORES,B&M,TENT,0
2018 Jul,BOBS STORES,ECOMMERCE,DAYPACK,0
2018 Jul,BOBS STORES,ECOMMERCE,JACKET/VEST,0
2018 Jul,BOBS STORES,ECOMMERCE,PANT/CAPRI,0
2018 Jul,BOBS STORES,ECOMMERCE,SLEEPING BAG,0
2018 Jul,BOBS STORES,ECOMMERCE,TENT,0
2018 Jul,ChampaignSurplus,OTHER,DAYPACK,2744
2018 Jul,ChampaignSurplus,OTHER,PANT/CAPRI,555
2018 Jul,DICKS SPORTING GOODS,B&M,DAYPACK,92062
2018 Jul,DICKS SPORTING GOODS,B&M,JACKET/VEST,3864
2018 Jul,DICKS SPORTING GOODS,B&M,PANT/CAPRI,11319
2018 Jul,DICKS SPORTING GOODS,B&M,SLEEPING BAG,3742
2018 Jul,DICKS SPORTING GOODS,B&M,TENT,1090
2018 Jul,DICKS SPORTING GOODS,ECOMMERCE,DAYPACK,12918
2018 Jul,DICKS SPORTING GOODS,ECOMMERCE,JACKET/VEST,279
2018 Jul,DICKS SPORTING GOODS,ECOMMERCE,PANT/CAPRI,1041
2018 Jul,DICKS SPORTING GOODS,ECOMMERCE,SLEEPING BAG,98
2018 Jul,DICKS SPORTING GOODS,ECOMMERCE,TENT,30
2018 Jul,DICKS SPORTING GOODS,OUTLET,DAYPACK,0
2018 Jul,DICKS SPORTING GOODS,OUTLET,JACKET/VEST,3
2018 Jul,DICKS SPORTING GOODS,OUTLET,PANT/CAPRI,48
2018 Jul,DILLARDS,B&M,DAYPACK,4180
2018 Jul,DILLARDS,B&M,JACKET/VEST,3054
2018 Jul,DILLARDS,B&M,PANT/CAPRI,14142
2018 Jul,DILLARDS,B&M,SLEEPING BAG,0
2018 Jul,DILLARDS,B&M,TENT,2
2018 Jul,DILLARDS,ECOMMERCE,DAYPACK,434
2018 Jul,DILLARDS,ECOMMERCE,JACKET/VEST,144
2018 Jul,DILLARDS,ECOMMERCE,PANT/CAPRI,924
2018 Jul,DILLARDS,ECOMMERCE,SLEEPING BAG,0
2018 Jul,DILLARDS,ECOMMERCE,TENT,0
2018 Jul,DILLARDS,OUTLET,JACKET/VEST,3
2018 Jul,DILLARDS,OUTLET,PANT/CAPRI,87
2018 Jul,EASTERN MOUNTAIN SPORTS,B&M,DAYPACK,1210
2018 Jul,EASTERN MOUNTAIN SPORTS,B&M,JACKET/VEST,309
2018 Jul,EASTERN MOUNTAIN SPORTS,B&M,PANT/CAPRI,1812
2018 Jul,EASTERN MOUNTAIN SPORTS,B&M,SLEEPING BAG,24
2018 Jul,EASTERN MOUNTAIN SPORTS,B&M,TENT,50
2018 Jul,EASTERN MOUNTAIN SPORTS,ECOMMERCE,DAYPACK,324
2018 Jul,EASTERN MOUNTAIN SPORTS,ECOMMERCE,JACKET/VEST,9
2018 Jul,EASTERN MOUNTAIN SPORTS,ECOMMERCE,PANT/CAPRI,171
2018 Jul,EASTERN MOUNTAIN SPORTS,ECOMMERCE,SLEEPING BAG,8
2018 Jul,EASTERN MOUNTAIN SPORTS,ECOMMERCE,TENT,10
2018 Jul,FIELDANDSTREAM,B&M,JACKET/VEST,3
2018 Jul,FIELDANDSTREAM,B&M,PANT/CAPRI,96
2018 Jul,FIELDANDSTREAM,B&M,SLEEPING BAG,94
2018 Jul,FIELDANDSTREAM,B&M,TENT,42
2018 Jul,FIELDANDSTREAM,ECOMMERCE,PANT/CAPRI,21
2018 Jul,FIELDANDSTREAM,ECOMMERCE,SLEEPING BAG,4
2018 Jul,FINISH LINE,B&M,DAYPACK,432
2018 Jul,FINISH LINE,B&M,PANT/CAPRI,0
2018 Jul,FINISH LINE,ECOMMERCE,DAYPACK,248
2018 Jul,"FOOT LOCKER, INC.",OTHER,DAYPACK,0
2018 Jul,"FOOT LOCKER, INC.",OTHER,PANT/CAPRI,0
2018 Jul,HIBBETT SPORTS,B&M,DAYPACK,7266
2018 Jul,HIBBETT SPORTS,B&M,JACKET/VEST,1431
2018 Jul,HIBBETT SPORTS,B&M,PANT/CAPRI,381
2018 Jul,HIBBETT SPORTS,ECOMMERCE,DAYPACK,1842
2018 Jul,HIBBETT SPORTS,ECOMMERCE,JACKET/VEST,99
2018 Jul,HIBBETT SPORTS,ECOMMERCE,PANT/CAPRI,120
2018 Jul,MACYS,B&M,DAYPACK,4660
2018 Jul,MACYS,B&M,JACKET/VEST,531
2018 Jul,MACYS,B&M,PANT/CAPRI,3189
2018 Jul,MACYS,ECOMMERCE,DAYPACK,4778
2018 Jul,MACYS,ECOMMERCE,JACKET/VEST,951
2018 Jul,MACYS,ECOMMERCE,PANT/CAPRI,5214
2018 Jul,MARINECORPSEXCHANGE,B&M,DAYPACK,612
2018 Jul,MARINECORPSEXCHANGE,B&M,JACKET/VEST,0
2018 Jul,MARINECORPSEXCHANGE,B&M,PANT/CAPRI,318
2018 Jul,MODELLS,B&M,DAYPACK,1356
2018 Jul,MODELLS,B&M,JACKET/VEST,9
2018 Jul,MODELLS,B&M,PANT/CAPRI,0
2018 Jul,MODELLS,ECOMMERCE,DAYPACK,50
2018 Jul,MOOSEJAW,B&M,DAYPACK,264
2018 Jul,MOOSEJAW,B&M,JACKET/VEST,42
2018 Jul,MOOSEJAW,B&M,PANT/CAPRI,186
2018 Jul,MOOSEJAW,B&M,SLEEPING BAG,12
2018 Jul,MOOSEJAW,B&M,TENT,4
2018 Jul,MOOSEJAW,ECOMMERCE,DAYPACK,16136
2018 Jul,MOOSEJAW,ECOMMERCE,JACKET/VEST,375
2018 Jul,MOOSEJAW,ECOMMERCE,PANT/CAPRI,1491
2018 Jul,MOOSEJAW,ECOMMERCE,SLEEPING BAG,192
2018 Jul,MOOSEJAW,ECOMMERCE,TENT,94
2018 Jul,NEIMAN MARCUS,B&M,JACKET/VEST,168
2018 Jul,NEIMAN MARCUS,B&M,PANT/CAPRI,192
2018 Jul,NEIMAN MARCUS,ECOMMERCE,JACKET/VEST,99
2018 Jul,NEIMAN MARCUS,ECOMMERCE,PANT/CAPRI,165
2018 Jul,NEIMAN MARCUS,OTHER,JACKET/VEST,0
2018 Jul,NEIMAN MARCUS,OTHER,PANT/CAPRI,0
2018 Jul,NEXCOM,B&M,DAYPACK,2446
2018 Jul,NEXCOM,B&M,JACKET/VEST,3
2018 Jul,NEXCOM,B&M,PANT/CAPRI,1599
2018 Jul,NEXCOM,B&M,SLEEPING BAG,48
2018 Jul,NEXCOM,B&M,TENT,18
2018 Jul,NEXCOM,ECOMMERCE,DAYPACK,0
2018 Jul,NEXCOM,ECOMMERCE,JACKET/VEST,0
2018 Jul,NEXCOM,ECOMMERCE,PANT/CAPRI,135
2018 Jul,NEXCOM,ECOMMERCE,SLEEPING BAG,8
2018 Jul,NORDSTROMPORTAL,B&M,DAYPACK,758
2018 Jul,NORDSTROMPORTAL,B&M,JACKET/VEST,1254
2018 Jul,NORDSTROMPORTAL,B&M,PANT/CAPRI,9
2018 Jul,NORDSTROMPORTAL,ECOMMERCE,DAYPACK,1844
2018 Jul,NORDSTROMPORTAL,ECOMMERCE,JACKET/VEST,939
2018 Jul,NORDSTROMPORTAL,ECOMMERCE,PANT/CAPRI,123
2018 Jul,NORDSTROMPORTAL,ECOMMERCE,TENT,-2
2018 Jul,NORDSTROMPORTAL,OUTLET,DAYPACK,22
2018 Jul,NORDSTROMPORTAL,OUTLET,JACKET/VEST,108
2018 Jul,NORDSTROMPORTAL,OUTLET,PANT/CAPRI,255
2018 Jul,NORDSTROMPORTAL,OUTLET,SLEEPING BAG,0
2018 Jul,OLYMPIA SPORTS,B&M,DAYPACK,210
2018 Jul,OLYMPIA SPORTS,B&M,PANT/CAPRI,219
2018 Jul,OLYMPIA SPORTS,ECOMMERCE,DAYPACK,96
2018 Jul,OLYMPIA SPORTS,ECOMMERCE,PANT/CAPRI,3
2018 Jul,PACIFICSUNWEAR,B&M,DAYPACK,0
2018 Jul,PACIFICSUNWEAR,B&M,PANT/CAPRI,0
2018 Jul,PACIFICSUNWEAR,ECOMMERCE,DAYPACK,0
2018 Jul,PACIFICSUNWEAR,ECOMMERCE,PANT/CAPRI,0
2018 Jul,PETER GLENN_GREEN MOUNTAIN 3P ,AMAZON,DAYPACK,774
2018 Jul,PETER GLENN_GREEN MOUNTAIN 3P ,AMAZON,PANT/CAPRI,3
2018 Jul,REI,B&M,DAYPACK,9416
2018 Jul,REI,B&M,JACKET/VEST,228
2018 Jul,REI,B&M,PANT/CAPRI,26439
2018 Jul,REI,B&M,SLEEPING BAG,1848
2018 Jul,REI,B&M,TENT,1000
2018 Jul,REI,ECOMMERCE,DAYPACK,1340
2018 Jul,REI,ECOMMERCE,JACKET/VEST,114
2018 Jul,REI,ECOMMERCE,PANT/CAPRI,3507
2018 Jul,REI,ECOMMERCE,SLEEPING BAG,770
2018 Jul,REI,ECOMMERCE,TENT,532
2018 Jul,RUNNINGSPECIALTYGROUP,B&M,JACKET/VEST,0
2018 Jul,RUNNINGSPECIALTYGROUP,B&M,PANT/CAPRI,3
2018 Jul,RUNNINGSPECIALTYGROUP,ECOMMERCE,JACKET/VEST,3
2018 Jul,RUNNINGSPECIALTYGROUP,ECOMMERCE,PANT/CAPRI,3
2018 Jul,RUNNINGSPECIALTYGROUP,OTHER,JACKET/VEST,0
2018 Jul,RUNNINGSPECIALTYGROUP,OTHER,PANT/CAPRI,0
2018 Jul,SCHEELSSPORTS,B&M,DAYPACK,9188
2018 Jul,SCHEELSSPORTS,B&M,JACKET/VEST,432
2018 Jul,SCHEELSSPORTS,B&M,PANT/CAPRI,11673
2018 Jul,SCHEELSSPORTS,B&M,SLEEPING BAG,322
2018 Jul,SCHEELSSPORTS,B&M,TENT,204
2018 Jul,VAILRESORTSRETAIL,B&M,DAYPACK,686
2018 Jul,VAILRESORTSRETAIL,B&M,JACKET/VEST,435
2018 Jul,VAILRESORTSRETAIL,B&M,PANT/CAPRI,1965
2018 Jul,VAILRESORTSRETAIL,B&M,SLEEPING BAG,58
2018 Jul,VAILRESORTSRETAIL,B&M,TENT,32
2018 Jul,VAILRESORTSRETAIL,OUTLET,DAYPACK,0
2018 Jul,VAILRESORTSRETAIL,OUTLET,JACKET/VEST,3
2018 Jul,VAILRESORTSRETAIL,OUTLET,PANT/CAPRI,24
2018 Jul,VON MAUR,B&M,DAYPACK,580
2018 Jul,VON MAUR,B&M,JACKET/VEST,84
2018 Jul,VON MAUR,B&M,PANT/CAPRI,1212
2018 Jul,VON MAUR,ECOMMERCE,DAYPACK,80
2018 Jul,VON MAUR,ECOMMERCE,JACKET/VEST,69
2018 Jul,VON MAUR,ECOMMERCE,PANT/CAPRI,168
2018 Jul,VON MAUR,OTHER,JACKET/VEST,0
2018 Jul,VON MAUR,OTHER,PANT/CAPRI,0
2018 Jul,ZAPPOS.COM,AMAZON,DAYPACK,5738
2018 Jul,ZAPPOS.COM,AMAZON,JACKET/VEST,135
2018 Jul,ZAPPOS.COM,AMAZON,PANT/CAPRI,1359
2018 Jul,ZAPPOS.COM,ECOMMERCE,DAYPACK,2464
2018 Jul,ZAPPOS.COM,ECOMMERCE,JACKET/VEST,669
2018 Jul,ZAPPOS.COM,ECOMMERCE,PANT/CAPRI,4443
2018 Jul,ZAPPOS.COM,ECOMMERCE,SLEEPING BAG,26
2018 Jul,ZAPPOS.COM,ECOMMERCE,TENT,18
2018 Jul,ZAPPOS.COM,OTHER,DAYPACK,0
2018 Jul,ZAPPOS.COM,OTHER,JACKET/VEST,0
2018 Jul,ZAPPOS.COM,OTHER,PANT/CAPRI,0
2018 Jul,ZAPPOS.COM,OUTLET,DAYPACK,224
2018 Jul,ZAPPOS.COM,OUTLET,JACKET/VEST,327
2018 Jul,ZAPPOS.COM,OUTLET,PANT/CAPRI,876
2018 Jul,ZAPPOS.COM,OUTLET,SLEEPING BAG,0
2018 Aug,AAFES,B&M,DAYPACK,0
2018 Aug,AAFES,B&M,JACKET/VEST,216
2018 Aug,AAFES,B&M,PANT/CAPRI,4662
2018 Aug,AAFES,ECOMMERCE,SLEEPING BAG,0
2018 Aug,AAFES,OTHER,JACKET/VEST,-3
2018 Aug,AAFES,OTHER,PANT/CAPRI,-9
2018 Aug,ACADEMY SPORTS,B&M,DAYPACK,12662
2018 Aug,ACADEMY SPORTS,B&M,JACKET/VEST,0
2018 Aug,ACADEMY SPORTS,B&M,PANT/CAPRI,3762
2018 Aug,ACADEMY SPORTS,B&M,SLEEPING BAG,460
2018 Aug,ACADEMY SPORTS,B&M,TENT,76
2018 Aug,ACADEMY SPORTS,ECOMMERCE,DAYPACK,1632
2018 Aug,ACADEMY SPORTS,ECOMMERCE,PANT/CAPRI,231
2018 Aug,ACADEMY SPORTS,ECOMMERCE,SLEEPING BAG,4
2018 Aug,ACADEMY SPORTS,ECOMMERCE,TENT,10
2018 Aug,BACKCOUNTRY,AMAZON,DAYPACK,1132
2018 Aug,BACKCOUNTRY,AMAZON,PANT/CAPRI,564
2018 Aug,BACKCOUNTRY,ECOMMERCE,DAYPACK,2876
2018 Aug,BACKCOUNTRY,ECOMMERCE,JACKET/VEST,1143
2018 Aug,BACKCOUNTRY,ECOMMERCE,PANT/CAPRI,2448
